ID	Name
9780	Slim Whitman
9781	Feel
9782	Elokuu
9783	Jukka Poika
9784	J. Karjalainen
9785	Joe
9786	Sister Hazel
9787	Rufus Wainwright
9788	Andre 3000
9789	Laila Kinnunen
9790	Sha Na Na
9791	HIZAKI grace project
9792	Casiokids
9793	The TV Theme Players
9794	YELLOW FRIED CHICKENz
9795	Regina Belle
9796	Dexys Midnight Runners
9797	Lea Salonga
9798	Rauli Badding Somerjoki
9799	Pandora
9800	Lene Marlin
9801	Kaoma
9802	Juha Vainio
9803	Dan Reeder
9804	Rockabye Baby!
9805	Tequila
9806	Relax Meditate Sleep
9807	The Go! Team
9808	Jari Sillanpää
9809	Blu Cantrell
9810	Olavi Virta
9811	Judy Kuhn
9812	Alex Goot
9813	Pacific Gas & Electric
9814	Pino Donaggio
9815	Jack Nitzsche
9816	Joe Tex
9817	Eddie Floyd
9818	Willy DeVille
9819	Smith
9820	The Rapture
9821	Maria McKee
9822	Jack Kerouac
9823	Ubiquitous Synergy Seeker
9824	Buddy Miller
9825	Alan Menken
9826	Violent Soho
9827	Dschinghis Khan
9828	Junior Senior
9829	Starsailor
9830	Mushroomhead
9831	Jessica Simpson
9832	Northern Kings
9833	Aaron Carter
9834	Yö
9835	Trisha Yearwood
9836	The Andrews Sisters
9837	MAGIC!
9838	Bobina
9839	Hilltop Hoods
9840	Diablo Swing Orchestra
9841	The McGuire Sisters
9842	Ray Conniff
9843	The Chipmunks
9844	Harry Belafonte
9845	The Ames Brothers
9846	Eartha Kitt
9847	Johnny Mercer
9848	Sonny James
9849	Eddy Arnold
9850	Johnny Mathis
9851	Dean Martin
9852	Cali Swag District
9853	Rameses B
9854	Kari Tapio
9855	Professor Kliq
9856	Montell Jordan
9857	Michael Gray
9858	The Lost Trailers
9859	Adrian Crowley
9860	Alizée
9861	Lau
9862	Warrant
9863	Jaakko Teppo
9864	Inc.
9865	Deana Carter
9866	Ram Trilogy
9867	Vance Joy
9868	Sir Mix-A-Lot
9869	Craig Campbell
9870	cub
9871	DJ Champion
9872	Sisqó
9873	Eagle-Eye Cherry
9874	LEN
9875	CDM Project
9876	Theme Songs
9877	Shogun
9878	Yahel
9879	Alexia
9880	Susan Sarandon
9881	Menswear
9882	Andrew Rayel
9883	Rapsusklei
9884	Sonique
9885	Gina G
9886	Tom Baxter
9887	Soundlift
9888	Boney M.
9889	Sahara Surfers
9890	Thee Oh Sees
9891	EDX
9892	The Bad Plus
9893	Bushman
9894	Area
9895	Egg
9896	Änglagård
9897	Anekdoten
9898	Van der Graaf Generator
9899	Red Mountain Church
9900	George Thorogood
9901	Agent Fresco
9902	Gentle Giant
9903	Marika Hackman
9904	Tom Williams & The Boat
9905	Laura Voutilainen
9906	Hurriganes
9907	Sleepy Sun
9908	Suvi Teräsniska
9909	Cirrus
9910	Bob Acri
9911	Blood Ceremony
9912	Brian May
9913	E.S. Posthumus
9914	Ed Harrison
9915	소녀시대
9916	Lee Konitz
9917	Art Blakey & The Jazz Messengers
9918	Horace Silver
9919	Clifford Brown & Max Roach
9920	Charlie Parker
9921	Bill Evans Trio
9922	Miles Davis Quintet
9923	Mccoy Tyner
9924	miss A
9925	Bigbang
9926	Gaither Vocal Band
9927	Freddie Hubbard
9928	Dexter Gordon
9929	Sonny Clark
9930	Souleye
9931	Sonny Rollins
9932	The Seven Mile Journey
9933	Fly Pan Am
9934	Esmerine
9935	Hangedup
9936	Hṛṣṭa
9937	The Samuel Jackson Five
9938	Tunturia
9939	Sam Rivers
9940	Django Reinhardt
9941	Exotic Animal Petting Zoo
9942	The Incredible String Band
9943	Tarkan
9944	Sıla
9945	Gevende
9946	Spiderbait
9947	Paola Turci
9948	Mor ve Ötesi
9949	Yasemin Mori
9950	Little Hurricane
9951	Hella
9952	Mothlite
9953	Zach Hill
9954	Takahiro Kido
9955	Baths
9956	Somatic Responses
9957	Reso
9958	ATC
9959	Prisma
9960	Caribou
9961	Tammi Terrell
9962	The Tony Danza Tapdance Extravaganza
9963	Karnivool
9964	Frames
9965	Chris.SU
9966	BLK JKS
9967	KASHIWA Daisuke
9968	Fear Before The March Of Flames
9969	Drumcorps
9970	An Albatross
9971	Duck Duck Goose
9972	Car Bomb
9973	Genghis Tron
9974	Giant Squid
9975	Daleka Obala
9976	Hannes Wader
9977	Gerry Mulligan Quartet
9978	Crippled Black Phoenix
9979	Mahavishnu Orchestra
9980	Head Control System
9981	Tera Melos
9982	Young Widows
9983	Knut
9984	Bill Evans
9985	The Elgins
9986	Enduser
9987	Today Is The Day
9988	Simon Finn
9989	Ghosts and Vodka
9990	The Marketts
9991	Leroy Hutson
9992	Major Lance
9993	Tito & Tarantula
9994	Sun Ra
9995	Colour Haze
9996	Chet Baker Quartet
9997	Modest Petrovich Mussorgsky
9998	Popol Vuh
9999	Suffocation
10000	La Bouche
10001	Lovage
10002	Graveyard
10003	Dave Holland
10004	Bardo Pond
10005	Priestess
10006	Polar Bear
10007	Gogol Bordello
10008	The Vogues
10009	Cannonball Adderley
10010	Lefties Soul Connection
10011	Architect
10012	Animals as Leaders
10013	KC and The Sunshine Band
10014	Suuns
10015	Blue Swede
10016	Arzachel
10017	The Lounge Lizards
10018	The Machine
10019	Clifford Brown
10020	Cecil Taylor
10021	Discordance Axis
10022	Stanley Clarke
10023	Yob
10024	Ital Tek
10025	Down I Go
10026	Avishai Cohen
10027	Edison Lighthouse
10028	Modern Jazz Quartet
10029	Lionel Hampton
10030	Mark Isham
10031	Quintorigo
10032	My Morning Jacket
10033	And So I Watch You From Afar
10034	Rotor
10035	De Staat
10036	Giraffes? Giraffes!
10037	Asva
10038	Mimosa
10039	Kong
10040	Spirogyra
10041	Mudhoney
10042	Stolen Babies
10043	Gadget
10044	Anthony Braxton
10045	Gerry Mulligan
10046	Avain
10047	Brenda Holloway
10048	The Miracles
10049	R. Dean Taylor
10050	The Contours
10051	The Velvelettes
10052	Gary Puckett & The Union Gap
10053	Witchcraft
10054	Oceansize
10055	Zechs Marquise
10056	C-Mon & Kypski
10057	Igorrr
10058	Charlie Byrd
10059	Contemporary Noise Sextet
10060	Pharoah Sanders
10061	Don Cherry
10062	Naked City
10063	Air Traffic
10064	Wolf People
10065	Neneh Cherry
10066	The Unwinding Hours
10067	Wynton Marsalis
10068	Amplifier
10069	Birds of Tokyo
10070	Jerry Douglas
10071	Extra Life
10072	Cinemechanica
10073	The Fray
10074	The Butterfly Effect
10075	Professional Murder Music
10076	Pelican
10077	Herr von Grau
10078	bygones
10079	Sleepmakeswaves
10080	East Of The Wall
10081	Author & Punisher
10082	Steve Reich
10083	Kasey Chambers
10084	Delta Goodrem
10085	Loverboy
10086	Katrina and the Waves
10087	Pokémon
10088	Jamelia
10089	Радость Моя
10090	Mirrorthrone
10091	Metrik
10092	Groundhogs
10093	Red Fang
10094	Jex Thoth
10095	PVT
10096	Cephalic Carnage
10097	Peeping Tom
10098	Ninja Sex Party
10099	The Weather Girls
10100	Flat Earth Society
10101	Intronaut
10102	Lightning Bolt
10103	Shiner
10104	Broken Note
10105	Brant Bjork
10106	Dosh
10107	Arvo Pärt
10108	Agrypnie
10109	Mouse on the Keys
10110	Textures
10111	Forest Swords
10112	Shakti
10113	Shock One
10114	8 Bit Weapon
10115	Vexare
10116	Samsara Blues Experiment
10117	Drewsif Stalin's Musical Endeavors
10118	Gidropony
10119	Amber
10120	Harmonium
10121	Dr. Strangely Strange
10122	Brainticket
10123	Trees
10124	Univers Zero
10125	Magma
10126	Life of Agony
10127	ORBS
10128	El Grupo Nuevo de Omar Rodriguez Lopez
10129	Cave In
10130	Om
10131	Semisonic
10132	Goldfish
10133	Nadja
10134	Orthodox
10135	Lento
10136	Kayo Dot
10137	Hypno5e
10138	Shaolin Death Squad
10139	Ice MC
10140	Cutting Crew
10141	We Made God
10142	Black Math Horseman
10143	Flying Saucer Attack
10144	Wo Fat
10145	Dr. Bombay
10146	Novaspace
10147	Daze
10148	The Pax Cecilia
10149	Richard Stoltzman
10150	Aoria
10151	Bossk
10152	Keelhaul
10153	Havoc Unit
10154	Rishloo
10155	Hacride
10156	Causa Sui
10157	Proghma-C
10158	Just Like Vinyl
10159	Coco Montoya
10160	Tommy Castro
10161	Eric Sardinas
10162	Popa Chubby
10163	Nick Phoenix, Two Steps from Hell
10164	Tim Curry
10165	The Hirsch Effekt
10166	Zager & Evans
10167	Serdar Somuncu
10168	Masada
10169	Stéphane Grappelli
10170	John Lurie
10171	Comus
10172	Kenny Wayne Shepherd Band
10173	Luther Allison
10174	Albert Collins
10175	Ana Popovic
10176	Duke Robillard
10177	Roy Buchanan
10178	The Rock Masters
10179	Anal Cunt
10180	Darren Hayes
10181	Empires
10182	Cats And Cats And Cats
10183	Tommy Emmanuel
10184	Audrey
10185	Christian Walz
10186	Fastball
10187	Hans Zimmer & James Newton Howard
10188	Sleepy Sleepers
10189	Me & My
10190	Aste
10191	Dave Lindholm
10192	Peccatum
10193	Esbjörn Svensson Trio
10194	Трагедия Всей Жизни
10195	New Radicals
10196	Curl Up and Die
10197	Phats & Small
10198	Solefald
10199	Antiloop
10200	Boris with Michio Kurihara
10201	Estradasphere
10202	Long Distance Calling
10203	Jason Moran
10204	Art Tatum
10205	Michel Petrucciani
10206	Hiromi
10207	Swingin' Utters
10208	Powerman 5000
10209	Styles of Beyond
10210	Robert Glasper
10211	Chris Potter
10212	Oscar Peterson Trio
10213	Aaron Parks
10214	Lee Morgan
10215	Hank Mobley
10216	Wes Montgomery
10217	Keith Jarrett
10218	Tiktak
10219	Gil Evans
10220	Art Pepper
10221	Joshua Redman
10222	Kenny Dorham
10223	Eric Dolphy
10224	Fintelligens
10225	Chris Montez
10226	Magrudergrind
10227	Lux Occulta
10228	The Axis of Perdition
10229	Pulsedriver
10230	Marion
10231	Danny Saucedo
10232	Miljoonasade
10233	Ruoska
10234	Opus
10235	Pakito
10236	Marschak
10237	Kristiina Brask
10238	Jorn van Deynhoven
10239	Yage
10240	Señor Coconut
10241	Help She Can't Swim
10242	Uniklubi
10243	Believer
10244	Anton Webern
10245	The Righteous Brothers
10246	Velvet
10247	Gary Burton
10248	The Spencer Davis Group
10249	Shapeshifters
10250	Hi_Tack
10251	All Angels Gone
10252	Moby Grape
10253	Hip Hop Classics
10254	Dub Pistols
10255	Waldo's People
10256	Los Bravos
10257	The Tokens
10258	The Equals
10259	The Chiffons
10260	The Partridge Family
10261	The Association
10262	The Cowsills
10263	Laura
10264	Beware of Safety
10265	The Pirate Ship Quintet
10266	Super Furry Animals
10267	The Archies
10268	Basic Element
10269	Vinylshakerz
10270	El Ten Eleven
10271	Béla Fleck and the Flecktones
10272	Room Eleven
10273	Tower of Rome
10274	The Locust
10275	Into The Moat
10276	The Chariot
10277	Consumed
10278	Primordial
10279	Uniting Nations
10280	Six Feet Under
10281	Blood Red Throne
10282	Hail of Bullets
10283	Bolt Thrower
10284	Vomitory
10285	Aborted
10286	Rita Coolidge
10287	John Barry
10288	The City of Prague Philharmonic Orchestra
10289	Omega Massif
10290	Battle of Mice
10291	Neurosis & Jarboe
10292	Minsk
10293	Matt Monro
10294	Movetron
10295	Second Person
10296	Mini Viva
10297	E-Rotic
10298	Anna Abreu
10299	Anna Eriksson
10300	Mariska & Pahat Sudet
10301	Leng Tch'e
10302	You Slut!
10303	V V Brown
10304	Matchbox Twenty
10305	Tom Cochrane
10306	31Knots
10307	Blue Cheer
10308	The Ascent Of Everest
10309	Модест Петрович Мусоргский
10310	Ultra Bra
10311	Pariisin Kevät
10312	Jope Ruonansuu
10313	Chorale
10314	Infernal
10315	Billy Cobham
10316	BRAHMS
10317	Jean-Luc Ponty
10318	Eros Ramazzotti
10319	Tuomari Nurmio
10320	Flesh Grinder
10321	Tony Christie
10322	Edward Maya & Vika Jigulina
10323	DJ ECO
10324	Diabolical Masquerade
10325	Transcending Bizarre?
10326	Code
10327	...and Oceans
10328	Antaeus
10329	Dødheimsgard
10330	In The Woods...
10331	Vulture Industries
10332	Age of Silence
10333	Pierre Henry
10334	Bernard Parmegiani
10335	Earthless
10336	Hermano
10337	Greenleaf
10338	Nebula
10339	My Sleeping Karma
10340	Carl Douglas
10341	Hollenthon
10342	Darren Korb
10343	Henryk Górecki
10344	Kaija Saariaho
10345	Alban Berg
10346	Morton Feldman
10347	Arnold Schönberg
10348	Pierre Schaeffer
10349	Giacinto Scelsi
10350	Einojuhani Rautavaara
10351	Pierre Boulez
10352	Benjamin Britten
10353	武満徹
10354	Witold Lutosławski
10355	Edgard Varèse
10356	Luc Ferrari
10357	Iannis Xenakis
10358	Charles Ives
10359	Maxim
10360	John Tavener
10361	Kemmuru
10362	Marie Serneholt
10363	Captain Beyond
10364	Soft Machine
10365	The Cosmic Jokers
10366	Ashra
10367	Flower Travellin' Band
10368	Ash Ra Tempel
10369	Amon Düül II
10370	Harmonia
10371	Cluster
10372	Amon Düül
10373	Nektar
10374	Hatfield and the North
10375	Manuel Göttsching
10376	Grobschnitt
10377	DJ Jean
10378	Kraan
10379	Embryo
10380	Gong
10381	Guru Guru
10382	Agitation Free
10383	Jane
10384	Circle
10385	Disco
10386	Alesha Dixon
10387	Gary Barlow
10388	Matching Mole
10389	Holger Czukay
10390	Benny Goodman
10391	Aikakone
10392	Leningrad Cowboys
10393	Katri Ylander
10394	Winds of Plague
10395	Konishi Kayo & Kondoo Yukio
10396	Ben E. King
10397	Cherry Poppin' Daddies
10398	Big Bad Voodoo Daddy
10399	Helen Forrest
10400	Alabama 3
10401	The Boswell Sisters
10402	Bix Beiderbecke
10403	Original Dixieland Jazz Band
10404	Jelly Roll Morton
10405	Fletcher Henderson
10406	King Oliver
10407	Scott Joplin
10408	G.M.Orchestra
10409	The Carter Family
10410	Dock Boggs
10411	Ethel Waters
10412	New Risen Throne
10413	Blind Lemon Jefferson
10414	Mississippi John Hurt
10415	Bessie Smith
10416	Helen Kane
10417	Charley Patton
10418	Al Jolson
10419	Thirteen Senses
10420	Whourkr
10421	Angelo Badalamenti
10422	Paul Hindemith
10423	Maija Vilkkumaa
10424	Happoradio
10425	Harry Partch
10426	F-777
10427	Terry Riley
10428	Bo Hansson
10429	Six Organs of Admittance
10430	Gryphon
10431	Art Bears
10432	Pearls Before Swine
10433	Linda Perhacs
10434	Peter Hammill
10435	Guapo
10436	Indica
10437	Kymppilinja
10438	Maker
10439	I Hate This Place
10440	Kaleidoscope
10441	Alexander "Skip" Spence
10442	Fursaxa
10443	Charalambides
10444	Trader Horne
10445	Mellow Candle
10446	Forest
10447	Feathers
10448	Ville Valo & Natalia Avelon
10449	Аддис Абеба
10450	Hate Eternal
10451	Bernard Herrmann
10452	Pogo
10453	Tomandandy
10454	The Go
10455	Bobby Vinton
10456	Henry Cow
10457	moe.
10458	Yuksek
10459	Porter
10460	The Flying Burrito Brothers
10461	Diane Cluck
10462	Jonathan Richman
10463	Metallic Falcons
10464	Coldworker
10465	Maps & Atlases
10466	Humble Pie
10467	Mountain
10468	John Mayall & The Bluesbreakers
10469	Ten Years After
10470	Follow the White Rabbit
10471	Gaza
10472	Ed Gein
10473	Me and Him Call It Us
10474	Daughters
10475	Lye By Mistake
10476	Skinless
10477	Benümb
10478	Phobia
10479	Insect Warfare
10480	Cattle Decapitation
10481	Repulsion
10482	Terrorizer
10483	Last Days of Humanity
10484	Watchmaker
10485	Soilent Green
10486	Fuck...I'm Dead
10487	Guess Who
10488	The Sound of Animals Fighting
10489	Hot Action Cop
10490	So They Say
10491	Los Coronas
10492	梶芽衣子
10493	Marmalade
10494	Because of Ghosts
10495	I Hear Sirens
10496	This Is Your Captain Speaking
10497	Mooncake
10498	Grails
10499	Joy Wants Eternity
10500	Saxon Shore
10501	Tarentel
10502	Set Fire to Flames
10503	Logh
10504	Rachel's
10505	The Appleseed Cast
10506	Gregor Samsa
10507	Gifts From Enola
10508	Upcdowncleftcrightcabc+start
10509	Magyar Posse
10510	EF
10511	Yndi Halda
10512	Don Caballero
10513	world's end girlfriend
10514	Battles
10515	Dirty Three
10516	Clann Zú
10517	Field Music
10518	Dead Letter Circus
10519	Efterklang
10520	Tristeza
10521	Meanwhile, Back In Communist Russia...
10522	The Evpatoria Report
10523	Maserati
10524	Weed Diamond
10525	Holy Shit
10526	Woods Family Creeps
10527	Pill Wonder
10528	Jennie Abrahamson
10529	Meth Teeth
10530	Ela Orleans
10531	Sore Eros
10532	Christmas Island
10533	Gary War
10534	Anika
10535	Peaking Lights
10536	Dirty Beaches
10537	Sleep ∞ Over
10538	TOPS
10539	Dean Blunt
10540	Teengirl Fantasy
10541	Julia Holter
10542	Laurel Halo
10543	High Places
10544	Stellar OM Source
10545	Echo Lake
10546	Hype Williams
10547	Jeans Wilder
10548	Mirrorring
10549	Amen Dunes
10550	Vivian Girls
10551	La Sera
10552	Now, Now
10553	The Babies
10554	Real Estate
10555	Craft Spells
10556	Bleached
10557	Girls
10558	The Teardrop Explodes
10559	The Raincoats
10560	Haircut 100
10561	The Slits
10562	Delta 5
10563	Liquid Liquid
10564	Donnie & Joe Emerson
10565	Joel Alme
10566	Angel Olsen
10567	Australian Crawl
10568	The Concretes
10569	Sun Airway
10570	Naomi Punk
10571	Eat Skull
10572	Sun Araw
10573	Dead Gaze
10574	Lovvers
10575	Talulah Gosh
10576	Beat Happening
10577	Shop Assistants
10578	Young Marble Giants
10579	Henry's Dress
10580	Black Tambourine
10581	Television Personalities
10582	Fred Astaire
10583	Billie Holiday and Her Orchestra
10584	HA-ASH
10585	KTL
10586	Ass
10587	High Wolf
10588	Sean McCann
10589	RUN DMT
10590	Ed Kowalczyk
10591	Sean Nicholas Savage
10592	Tonstartssbandht
10593	Moss Of Aura
10594	Future Islands
10595	Thanksgiving
10596	Andrew Jackson Jihad
10597	Ducktails
10598	Avey Tare
10599	Kría Brekkan
10600	Avey Tare & Kría Brekkan
10601	Panda Bear
10602	Eric Copeland
10603	Black Moth Super Rainbow
10604	Pocahaunted
10605	Zombies
10606	Geneva Jacuzzi
10607	Tickley Feather
10608	Belong
10609	Topaz Rags
10610	Woodsman
10611	Lee Noble
10612	This Heat
10613	Pylon
10614	The Feelies
10615	Total Fucking Destruction
10616	Marine Girls
10617	Kari Bremnes
10618	Eternal Summers
10619	James Cole
10620	Universal Studios Florida
10621	George Winston
10622	Aaron Copland
10623	Karl Blau
10624	Mount Eerie
10625	Basto
10626	Inca Ore
10627	Jana Hunter
10628	Ganglians
10629	Lucky Dragons
10630	Indian Jewelry
10631	Prince Rama
10632	Blank Dogs
10633	Future Bible Heroes
10634	The Lucksmiths
10635	Tullycraft
10636	Suburban Kids with Biblical Names
10637	The Hidden Cameras
10638	The 6ths
10639	The Apples In Stereo
10640	Jens Lekman
10641	The Field Mice
10642	The Corin Tucker Band
10643	Satanicpornocultshop
10644	Gangpol und Mit
10645	DAT Politics
10646	Felix Kubin
10647	Datach'i
10648	October Fall
10649	The Go-Betweens
10650	Al Hirt
10651	The Dodos
10652	Gianni Morandi
10653	Tobacco
10654	Hefner
10655	The Softies
10656	The Orchids
10657	The Halo Benders
10658	John Cale
10659	Syd Barrett
10660	The Fresh & Onlys
10661	Reading Rainbow
10662	Male Bonding
10663	Nodzzz
10664	Harlem
10665	Grouper
10666	Julian Lynch
10667	Here We Go Magic
10668	Medeski Scofield Martin & Wood
10669	Gordian Knot
10670	All Girl Summer Fun Band
10671	Momus
10672	Saturday Looks Good To Me
10673	The Smittens
10674	Tiger Trap
10675	Kreuzweg Ost
10676	Mates of State
10677	Bear in Heaven
10678	Herman Düne
10679	Bratmobile
10680	Ghost Mice
10681	Gay For Johnny Depp
10682	Rolo Tomassi
10683	2 0' Clock Girlfriend
10684	Chick Corea & Gary Burton
10685	Dysrhythmia
10686	Sculptured
10687	Behold... the Arctopus
10688	Praxis
10689	Mike Patton
10690	Omar A. Rodriguez-Lopez
10691	Polkadot Cadaver
10692	Ephel Duath
10693	Colonel Claypool's Bucket Of Bernie Brains
10694	Tin Hat Trio
10695	CJ Bolland
10696	The Black Dog
10697	Atlas
10698	Substructure
10699	Julia Sheer
10700	The Aislers Set
10701	Women
10702	Candy Claws
10703	The Artful Dodger
10704	Maria Haukaas Storeng
10705	Sara K.
10706	Adam F
10707	Big Bud
10708	Aeroc
10709	Om Unit
10710	Lenzman
10711	Data
10712	Wavelets
10713	Nasum
10714	Quimby
10715	Le Youth
10716	Brandy
10717	ASC
10718	Sun City Girls
10719	Albert Ayler
10720	Art Ensemble Of Chicago
10721	Lambchop
10722	Jim O'Rourke
10723	Bedhead
10724	Alasdair Roberts
10725	Jandek
10726	Phosphorescent
10727	Bonnie 'Prince' Billy & Matt Sweeney
10728	Songs: Ohia
10729	Castanets
10730	Mama Cass
10731	.38 Special
10732	Redeyes
10733	Saltillo
10734	Lost Balance
10735	Klute
10736	S.P.Y
10737	Makoto
10738	Atlantic Connection
10739	We Shot the Moon
10740	The Beta Band
10741	Prefuse 73
10742	Stateless
10743	Mariee Sioux
10744	Espers
10745	Wingnut Dishwashers Union
10746	Arrah and the Ferns
10747	Bishop Allen
10748	This Bike Is a Pipe Bomb
10749	Tender Forever
10750	Garfunkel and Oates
10751	The Blow
10752	Spoonboy
10753	Mirah
10754	Mischief Brew
10755	The Whispertown 2000
10756	Madeline
10757	Nana Grizol
10758	Barry Louis Polisar
10759	Chroma Key
10760	Giles, Giles & Fripp
10761	葉月ゆら
10762	Chrome
10763	Fred Frith
10764	Captain Chaos
10765	Best Friends Forever
10766	Jeffrey Lewis
10767	Jeff Mangum
10768	Micah P. Hinson
10769	Lou Barlow
10770	Okay
10771	R. Stevie Moore
10772	Adrian Orange
10773	Break
10774	PFM
10775	Blu Mar Ten
10776	Little Wings
10777	The Indelicates
10778	The Wedding Present
10779	The Fiery Furnaces
10780	Dressy Bessy
10781	Coconut Records
10782	Andrew Hill
10783	Hermeto Pascoal
10784	高梨康治
10785	Annette Peacock
10786	林俊傑
10787	GARNET CROW
10788	D-Bridge
10789	Lights Out Asia
10790	Eelke Kleijn
10791	Subwave
10792	dBridge
10793	Icicle
10794	Deee-Lite
10795	Nightmares on Wax
10796	Bop
10797	Adam Freeland
10798	Artemis
10799	Jaytech
10800	SpectraSoul
10801	Penguin Cafe Orchestra
10802	My Brightest Diamond
10803	Nick Warren
10804	Meg Baird
10805	The Skygreen Leopards
10806	Phoebe Kreutz
10807	Courtney Pine
10808	Lovebugs
10809	Au
10810	Le Loup
10811	Paul Leonard-Morgan
10812	張懸
10813	The 5th Dimension
10814	xbxrx
10815	The Plot to Blow Up the Eiffel Tower
10816	Melt-Banana
10817	Nurses
10818	tUnE-yArDs
10819	Marcus Intalex
10820	Calibre
10821	Random Movement
10822	Bungle
10823	Electrosoul System
10824	Seba
10825	Some Girls
10826	13 & God
10827	Boom Bip & Doseone
10828	Telephone Jim Jesus
10829	Subtle
10830	Odd Nosdam
10831	Themselves
10832	Reaching Quiet
10833	Sole
10834	Crystal Stilts
10835	Wooden Wand
10836	X-Press 2
10837	Megapuss
10838	Songs of Green Pheasant
10839	Pygmy Lush
10840	The Brand New Heavies
10841	Greg Packer
10842	Skalpel
10843	Bachelors of Science
10844	Health
10845	La Rumeur
10846	Eins Zwo
10847	平田志穂子
10848	Suprême NTM
10849	Nico Suave
10850	Svinkels
10851	TTC
10852	Klub des Loosers
10853	La Caution
10854	Le Klub des 7
10855	Puppetmastaz
10856	Le Peuple de l'Herbe
10857	Oxmo Puccino
10858	Hocus Pocus
10859	IAM
10860	Xploding Plastix
10861	Commix
10862	Future Engineers
10863	Naibu
10864	Alix Perez
10865	Saïan Supa Crew
10866	Beat Assailant
10867	John Powell
10868	Bond
10869	Unquote
10870	Le Sport
10871	Lo-Fi-Fnk
10872	Seba & Paradox
10873	If These Trees Could Talk
10874	The Tangent
10875	Trey Gunn
10876	Caravan
10877	Dead Boys
10878	The Adverts
10879	Bill Bruford
10880	UK
10881	Ralph Myerz
10882	Blockhead
10883	Jenny Wilson
10884	Honey is Cool
10885	Robert Fripp
10886	Babe Ruth
10887	Fisz Emade
10888	Premiata Forneria Marconi
10889	The Dickies
10890	Joey Ramone
10891	The Queers
10892	Sid Vicious
10893	Dee Dee Ramone
10894	Jamie Lidell
10895	Deep Puddle Dynamics
10896	Sole and the Skyrider Band
10897	Lite
10898	Holy Fuck
10899	Auto!Automatic!!
10900	Faraquet
10901	Rapeman
10902	Drive Like Jehu
10903	Restiform Bodies
10904	Non-Prophets
10905	Gaelle
10906	Dirty Elegance
10907	Piglet
10908	Excrementory Grindfuckers
10909	This Town Needs Guns
10910	Jel
10911	Pipas
10912	Fragile State
10913	The West Coast Pop Art Experimental Band
10914	Trafik
10915	The Dining Rooms
10916	The Cat's Miaow
10917	New Buffalo
10918	Cats On Fire
10919	Art of Fighting
10920	Bearsuit
10921	Aberfeldy
10922	Pants Yell!
10923	Math and Physics Club
10924	The School
10925	Moodorama
10926	Chet Atkins & Mark Knopfler
10927	Ozric Tentacles
10928	Nick Lowe
10929	Five Horse Johnson
10930	You Am I
10931	The Cannanes
10932	Darren Hanlon
10933	Augie March
10934	Ballboy
10935	Irene
10936	Shearwater
10937	Port O'Brien
10938	The Dismemberment Plan
10939	Sleeping People
10940	Sonny Sharrock
10941	Quarteto Em Cy
10942	Emil Gilels
10943	Aceyalone
10944	Quivver
10945	Conor Oberst
10946	Huggy Bear
10947	Babes In Toyland
10948	Lene Lovich
10949	John Beltran
10950	Stan Getz & Charlie Byrd
10951	Luiz Bonfá
10952	Alex Reece
10953	Deborah Harry
10954	Faun Fables
10955	Josephine Foster
10956	Akron/Family
10957	Vashti Bunyan
10958	Karen Dalton
10959	Alela Diane
10960	White Magic
10961	Dead Disco
10962	Deadbeats
10963	Trash Palace
10964	Flevans
10965	Costanza
10966	Rodney Hunter
10967	Yusef Lateef
10968	Ben Webster
10969	Jig-Ai
10970	Impaled
10971	Joe Henderson
10972	Lou Donaldson
10973	Coleman Hawkins
10974	The Tough Alliance
10975	Datarock
10976	Sharks Keep Moving
10977	Ahleuchatistas
10978	By The End of Tonight
10979	Joan of Arc
10980	Gastr Del Sol
10981	アニメタル
10982	Volta Do Mar
10983	toe
10984	Smoke City
10985	Moriarty
10986	The Wave Pictures
10987	Jeremy Warmsley
10988	Johnny Flynn
10989	Winterpills
10990	Jaymay
10991	Essie Jain
10992	Broken Records
10993	Vandaveer
10994	A Forest Mighty Black
10995	Jon Kennedy
10996	Kinobe
10997	Big Muff
10998	Pilote
10999	Mechanical Me
11000	Andreya Triana
11001	Rich Homie Quan
11002	Tape
11003	Mika Miko
11004	June of 44
11005	Cul de Sac
11006	Trans Am
11007	Lesbians On Ecstasy
11008	Sondre Lerche
11009	Al Di Meola
11010	Eric Johnson
11011	The Cat Empire
11012	edIT
11013	Erik Sumo
11014	The Immortal Lee County Killers
11015	Shipping News
11016	Anette Olzon
11017	Піккардійська Терція
11018	Thaurorod
11019	Amy Millan
11020	Camille
11021	Marvin Gaye & Tammi Terrell
11022	The Redneck Manifesto
11023	Bark Psychosis
11024	The Jacksons
11025	Commodores
11026	Vic Anselmo
11027	Masha Qrella
11028	I Am Robot and Proud
11029	Ms. John Soda
11030	In Legend
11031	Tarwater
11032	Solee
11033	Populous
11034	Electric President
11035	John Fahey
11036	Sibylle Baier
11037	Shannon Wright
11038	Yoko Ono
11039	Emmy The Great
11040	Daniel Merriweather
11041	Ki:Theory
11042	Phil Spector
11043	Oh No Oh My
11044	I'm from Barcelona
11045	Rainer Maria
11046	Abe Vigoda
11047	Goblin
11048	Nachtfalke
11049	Acid Mothers Temple & The Melting Paraiso U.F.O.
11050	Le Orme
11051	Kemialliset Ystävät
11052	Fungi Girls
11053	aiko
11054	Sunchase
11055	All The Cold
11056	Trüby Trio
11057	Kult ov Azazel
11058	Helium
11059	Ponytail
11060	Department of Eagles
11061	Skywave
